Timestamp,Glucose Value
2025-07-30 05:26:00,98
2025-07-30 05:42:00,94
2025-07-30 05:57:00,89
2025-07-30 06:12:00,93
2025-07-30 06:27:00,93
2025-07-30 06:42:00,87
2025-07-30 06:57:00,81
2025-07-30 07:12:00,82
2025-07-30 07:28:00,93
2025-07-30 07:43:00,93
2025-07-30 07:58:00,96
2025-07-30 08:13:00,102
2025-07-30 08:28:00,97
2025-07-30 08:43:00,93
2025-07-30 08:58:00,94
2025-07-30 09:13:00,97
2025-07-30 09:28:00,98
2025-07-30 09:43:00,101
2025-07-30 09:44:00,100
2025-07-30 09:59:00,102
2025-07-30 10:14:00,103
2025-07-30 10:29:00,102
2025-07-30 10:33:00,101
2025-07-30 10:44:00,103
2025-07-30 10:59:00,137
2025-07-30 11:14:00,151
2025-07-30 11:25:00,149
2025-07-30 11:29:00,149
2025-07-30 11:44:00,157
2025-07-30 11:59:00,155
2025-07-30 12:14:00,151
2025-07-30 12:15:00,150
2025-07-30 12:29:00,150
2025-07-30 12:30:00,133
2025-07-30 12:44:00,133
2025-07-30 12:45:00,117
2025-07-30 12:49:00,121
2025-07-30 12:59:00,117
2025-07-30 13:00:00,112
2025-07-30 13:15:00,112
2025-07-30 13:15:00,107
2025-07-30 13:30:00,113
2025-07-30 13:31:00,107
2025-07-30 13:32:00,108
2025-07-30 13:39:00,111
2025-07-30 13:45:00,120
2025-07-30 13:46:00,113
2025-07-30 13:55:00,121
2025-07-30 14:00:00,115
2025-07-30 14:01:00,120
2025-07-30 14:15:00,115
2025-07-30 14:15:00,126
2025-07-30 14:30:00,126
2025-07-30 14:30:00,126
2025-07-30 14:45:00,126
2025-07-30 14:45:00,120
2025-07-30 14:47:00,128
2025-07-30 15:00:00,120
2025-07-30 15:00:00,115
2025-07-30 15:07:00,114
2025-07-30 15:15:00,115
2025-07-30 15:15:00,120
2025-07-30 15:22:00,120
2025-07-30 15:30:00,118
2025-07-30 15:30:00,120
2025-07-30 15:45:00,109
2025-07-30 15:45:00,118
2025-07-30 16:00:00,106
2025-07-30 16:01:00,109
2025-07-30 16:15:00,106
2025-07-30 16:16:00,106
2025-07-30 16:23:00,111
2025-07-30 16:30:00,110
2025-07-30 16:31:00,106
2025-07-30 16:37:00,105
2025-07-30 16:38:00,106
2025-07-30 16:45:00,103
2025-07-30 16:46:00,110
2025-07-30 17:00:00,105
2025-07-30 17:00:00,113
2025-07-30 17:01:00,103
2025-07-30 17:15:00,125
2025-07-30 17:17:00,113
2025-07-30 17:30:00,128
2025-07-30 17:32:00,125
2025-07-30 17:39:00,127
2025-07-30 17:45:00,126
2025-07-30 17:47:00,128
2025-07-30 18:00:00,118
2025-07-30 18:02:00,126
2025-07-30 18:15:00,119
2025-07-30 18:17:00,118
2025-07-30 18:30:00,116
2025-07-30 18:32:00,119
2025-07-30 18:45:00,115
2025-07-30 18:47:00,116
2025-07-30 18:47:00,116
2025-07-30 19:00:00,102
2025-07-30 19:02:00,115
2025-07-30 19:15:00,108
2025-07-30 19:17:00,102
2025-07-30 19:30:00,106
2025-07-30 19:32:00,108
2025-07-30 19:45:00,101
2025-07-30 19:47:00,106
2025-07-30 20:00:00,102
2025-07-30 20:02:00,101
2025-07-30 20:16:00,100
2025-07-30 20:16:00,100
2025-07-30 20:17:00,102
2025-07-30 20:32:00,96
2025-07-30 20:47:00,93
2025-07-30 21:02:00,97
2025-07-30 21:13:00,95
2025-07-30 21:17:00,95
2025-07-30 21:30:00,93
2025-07-30 21:32:00,93
2025-07-30 21:47:00,90
2025-07-30 22:02:00,101
2025-07-30 22:03:00,102
2025-07-30 22:17:00,99
2025-07-30 22:32:00,97
2025-07-30 22:47:00,98
2025-07-30 23:02:00,103
2025-07-30 23:17:00,125
2025-07-30 23:32:00,114
2025-07-30 23:47:00,101
2025-07-31 00:00:00,108
2025-07-31 00:02:00,109
2025-07-31 00:17:00,118
2025-07-31 00:32:00,124
2025-07-31 00:35:00,124
2025-07-31 00:44:00,123
2025-07-31 00:50:00,124
2025-07-31 01:05:00,133
2025-07-31 01:14:00,145
2025-07-31 01:20:00,148
2025-07-31 01:35:00,149
2025-07-31 01:41:00,147
2025-07-31 01:50:00,147
2025-07-31 02:06:00,144
2025-07-31 02:06:00,144
2025-07-31 02:21:00,143
2025-07-31 02:36:00,144
2025-07-31 02:51:00,149
2025-07-31 03:03:00,147
2025-07-31 03:05:00,149
2025-07-31 03:06:00,146
2025-07-31 03:21:00,131
2025-07-31 03:36:00,123
2025-07-31 03:51:00,117
2025-07-31 04:06:00,114
2025-07-31 04:21:00,110
2025-07-31 04:37:00,101
2025-07-31 04:51:00,93
2025-07-31 05:06:00,95
2025-07-31 05:21:00,93
2025-07-31 05:36:00,96
2025-07-31 05:51:00,95
2025-07-31 06:06:00,94
2025-07-31 06:21:00,91
2025-07-31 06:36:00,89
2025-07-31 06:51:00,87
2025-07-31 07:06:00,89
2025-07-31 07:23:00,85
2025-07-31 07:38:00,84
2025-07-31 07:53:00,84
2025-07-31 08:08:00,84
2025-07-31 08:23:00,85
2025-07-31 08:37:00,87
2025-07-31 08:38:00,84
2025-07-31 08:53:00,91
2025-07-31 09:05:00,95
2025-07-31 09:08:00,95
2025-07-31 09:23:00,94
2025-07-31 09:38:00,91
2025-07-31 09:46:00,94
2025-07-31 09:54:00,99
2025-07-31 10:05:00,103
2025-07-31 10:05:00,102
2025-07-31 10:09:00,102
2025-07-31 10:24:00,101
2025-07-31 10:39:00,108
2025-07-31 10:54:00,139
2025-07-31 11:09:00,150
2025-07-31 11:24:00,152
2025-07-31 11:39:00,148
2025-07-31 11:54:00,143
2025-07-31 12:09:00,137
2025-07-31 12:24:00,134
2025-07-31 12:37:00,127
2025-07-31 12:38:00,126
2025-07-31 12:39:00,127
2025-07-31 12:56:00,135
2025-07-31 13:11:00,131
2025-07-31 13:26:00,120
2025-07-31 13:41:00,124
2025-07-31 13:56:00,138
2025-07-31 14:10:00,130
2025-07-31 14:25:00,133
2025-07-31 14:41:00,129
2025-07-31 14:56:00,112
2025-07-31 15:10:00,99
2025-07-31 15:11:00,100
2025-07-31 15:12:00,110
2025-07-31 15:26:00,110
2025-07-31 15:27:00,122
2025-07-31 15:41:00,122
2025-07-31 15:42:00,138
2025-07-31 15:56:00,138
2025-07-31 15:57:00,138
2025-07-31 16:10:00,137
2025-07-31 16:11:00,138
2025-07-31 16:12:00,131
2025-07-31 16:27:00,131
2025-07-31 16:27:00,111
2025-07-31 16:42:00,111
2025-07-31 16:42:00,115
2025-07-31 16:57:00,115
2025-07-31 16:57:00,115
2025-07-31 17:12:00,115
2025-07-31 17:12:00,110
2025-07-31 17:15:00,116
2025-07-31 17:15:00,116
2025-07-31 17:27:00,110
2025-07-31 17:27:00,106
2025-07-31 17:42:00,106
2025-07-31 17:43:00,104
2025-07-31 17:48:00,104
2025-07-31 17:57:00,104
2025-07-31 17:58:00,100
2025-07-31 18:12:00,100
2025-07-31 18:13:00,107
2025-07-31 18:27:00,107
2025-07-31 18:28:00,108
2025-07-31 18:42:00,108
2025-07-31 18:43:00,105
2025-07-31 18:57:00,105
2025-07-31 18:58:00,105
2025-07-31 19:12:00,105
2025-07-31 19:13:00,101
2025-07-31 19:27:00,101
2025-07-31 19:28:00,97
2025-07-31 19:42:00,97
2025-07-31 19:43:00,103
2025-07-31 19:57:00,103
2025-07-31 19:58:00,102
2025-07-31 20:12:00,102
2025-07-31 20:13:00,99
2025-07-31 20:27:00,99
2025-07-31 20:28:00,101
2025-07-31 20:42:00,101
2025-07-31 20:43:00,103
2025-07-31 20:52:00,104
2025-07-31 20:57:00,103
2025-07-31 20:58:00,98
2025-07-31 21:12:00,98
2025-07-31 21:13:00,95
2025-07-31 21:27:00,95
2025-07-31 21:28:00,116
2025-07-31 21:30:00,99
2025-07-31 21:42:00,116
2025-07-31 21:43:00,127
2025-07-31 21:57:00,127
2025-07-31 21:58:00,120
2025-07-31 22:01:00,126
2025-07-31 22:12:00,120
2025-07-31 22:13:00,113
2025-07-31 22:27:00,113
2025-07-31 22:28:00,103
2025-07-31 22:31:00,108
2025-07-31 22:42:00,103
2025-07-31 22:43:00,109
2025-07-31 22:57:00,109
2025-07-31 22:58:00,111
2025-07-31 23:12:00,111
2025-07-31 23:13:00,111
2025-07-31 23:13:00,103
2025-07-31 23:27:00,103
2025-07-31 23:28:00,105
2025-07-31 23:42:00,105
2025-07-31 23:43:00,123
2025-07-31 23:57:00,123
2025-07-31 23:58:00,140
2025-08-01 00:12:00,140
2025-08-01 00:13:00,143
2025-08-01 00:25:00,143
2025-08-01 00:27:00,143
2025-08-01 00:27:00,143
2025-08-01 00:28:00,136
2025-08-01 00:42:00,136
2025-08-01 00:43:00,131
2025-08-01 00:46:00,131
2025-08-01 00:49:00,134
2025-08-01 00:49:00,134
2025-08-01 00:57:00,131
2025-08-01 00:58:00,126
2025-08-01 01:04:00,126
2025-08-01 01:12:00,126
2025-08-01 01:13:00,129
2025-08-01 01:17:00,128
2025-08-01 01:27:00,129
2025-08-01 01:28:00,130
2025-08-01 01:42:00,130
2025-08-01 01:44:00,130
2025-08-01 01:49:00,126
2025-08-01 02:31:00,127
2025-08-01 02:46:00,136
2025-08-01 03:01:00,127
2025-08-01 03:16:00,116
2025-08-01 03:31:00,114
2025-08-01 03:46:00,114
2025-08-01 04:01:00,115
2025-08-01 04:16:00,112
2025-08-01 04:31:00,110
2025-08-01 04:47:00,108
2025-08-01 05:02:00,105
2025-08-01 05:18:00,110
2025-08-01 05:33:00,106
2025-08-01 05:47:00,100
2025-08-01 06:02:00,98
2025-08-01 06:17:00,105
2025-08-01 06:32:00,96
2025-08-01 06:47:00,91
2025-08-01 07:03:00,90
2025-08-01 07:18:00,87
2025-08-01 07:33:00,90
2025-08-01 07:48:00,87
2025-08-01 08:03:00,86
2025-08-01 08:18:00,84
2025-08-01 08:33:00,85
2025-08-01 08:48:00,88
2025-08-01 09:04:00,86
2025-08-01 09:19:00,82
2025-08-01 09:34:00,80
2025-08-01 09:49:00,84
2025-08-01 10:04:00,84
2025-08-01 10:19:00,83
2025-08-01 10:28:00,88
2025-08-01 10:34:00,89
2025-08-01 10:49:00,87
2025-08-01 11:00:00,94
2025-08-01 11:04:00,93
2025-08-01 11:19:00,95
2025-08-01 11:23:00,93
2025-08-01 11:34:00,96
2025-08-01 11:46:00,105
2025-08-01 11:50:00,105
2025-08-01 12:05:00,123
2025-08-01 12:20:00,144
2025-08-01 12:34:00,147
2025-08-01 12:35:00,149
2025-08-01 12:50:00,129
2025-08-01 12:52:00,122
2025-08-01 13:05:00,122
2025-08-01 13:15:00,116
2025-08-01 13:21:00,116
2025-08-01 13:36:00,113
2025-08-01 13:47:00,119
2025-08-01 13:51:00,119
2025-08-01 14:06:00,114
2025-08-01 14:20:00,103
2025-08-01 14:22:00,103
2025-08-01 14:22:00,103
2025-08-01 14:36:00,95
2025-08-01 14:51:00,91
2025-08-01 15:04:00,92
2025-08-01 15:06:00,91
2025-08-01 15:21:00,94
2025-08-01 15:31:00,98
2025-08-01 15:33:00,104
2025-08-01 15:36:00,103
2025-08-01 15:51:00,131
2025-08-01 16:06:00,137
2025-08-01 16:22:00,132
2025-08-01 16:37:00,119
2025-08-01 16:45:00,109
2025-08-01 16:52:00,111
2025-08-01 16:52:00,110
2025-08-01 17:08:00,121
2025-08-01 17:23:00,129
2025-08-01 17:38:00,123
2025-08-01 17:53:00,115
2025-08-01 18:08:00,121
2025-08-01 18:23:00,106
2025-08-01 18:38:00,99
2025-08-01 18:38:00,98
2025-08-01 18:53:00,98
2025-08-01 18:53:00,108
2025-08-01 19:08:00,108
2025-08-01 19:08:00,103
2025-08-01 19:23:00,103
2025-08-01 19:23:00,102
2025-08-01 19:38:00,102
2025-08-01 19:38:00,97
2025-08-01 19:40:00,102
2025-08-01 19:53:00,97
2025-08-01 19:53:00,102
2025-08-01 20:08:00,102
2025-08-01 20:08:00,101
2025-08-01 20:08:00,94
2025-08-01 20:22:00,94
2025-08-01 20:23:00,94
2025-08-01 20:23:00,94
2025-08-01 20:23:00,98
2025-08-01 20:38:00,104
2025-08-01 20:38:00,98
2025-08-01 20:38:00,128
2025-08-01 20:45:00,121
2025-08-01 20:53:00,128
2025-08-01 20:53:00,126
2025-08-01 21:07:00,123
2025-08-01 21:08:00,126
2025-08-01 21:08:00,119
2025-08-01 21:18:00,117
2025-08-01 21:20:00,119
2025-08-01 21:23:00,119
2025-08-01 21:23:00,122
2025-08-01 21:26:00,121
2025-08-01 21:38:00,122
2025-08-01 21:38:00,130
2025-08-01 21:39:00,124
2025-08-01 21:53:00,130
2025-08-01 21:53:00,139
2025-08-01 21:55:00,132
2025-08-01 22:08:00,141
2025-08-01 22:08:00,139
2025-08-01 22:09:00,139
2025-08-01 22:23:00,141
2025-08-01 22:23:00,126
2025-08-01 22:36:00,126
2025-08-01 22:38:00,98
2025-08-01 22:38:00,126
2025-08-01 22:53:00,95
2025-08-01 22:53:00,98
2025-08-01 23:08:00,95
2025-08-01 23:08:00,99
2025-08-01 23:23:00,99
2025-08-01 23:23:00,102
2025-08-01 23:35:00,100
2025-08-01 23:38:00,102
2025-08-01 23:38:00,119
2025-08-01 23:53:00,119
2025-08-01 23:53:00,128
2025-08-02 00:08:00,128
2025-08-02 00:08:00,129
2025-08-02 00:22:00,129
2025-08-02 00:23:00,129
2025-08-02 00:23:00,120
2025-08-02 00:38:00,120
2025-08-02 00:38:00,116
2025-08-02 00:53:00,116
2025-08-02 00:53:00,118
2025-08-02 00:58:00,119
2025-08-02 00:59:00,120
2025-08-02 01:06:00,118
2025-08-02 01:08:00,125
2025-08-02 01:11:00,118
2025-08-02 01:23:00,122
2025-08-02 01:26:00,125
2025-08-02 01:38:00,122
2025-08-02 01:41:00,122
2025-08-02 01:42:00,123
2025-08-02 01:53:00,141
2025-08-02 01:56:00,122
2025-08-02 02:08:00,147
2025-08-02 02:11:00,141
2025-08-02 02:17:00,151
2025-08-02 02:23:00,137
2025-08-02 02:26:00,147
2025-08-02 02:39:00,138
2025-08-02 02:41:00,137
2025-08-02 02:56:00,134
2025-08-02 03:11:00,117
2025-08-02 03:26:00,105
2025-08-02 03:41:00,101
2025-08-02 03:56:00,106
2025-08-02 04:12:00,113
2025-08-02 04:27:00,119
2025-08-02 04:42:00,119
2025-08-02 04:57:00,119
2025-08-02 05:13:00,113
2025-08-02 05:27:00,113
2025-08-02 05:42:00,102
2025-08-02 05:57:00,94
2025-08-02 06:12:00,91
2025-08-02 06:28:00,88
2025-08-02 06:43:00,89
2025-08-02 06:58:00,86
2025-08-02 07:14:00,87
2025-08-02 07:29:00,86
2025-08-02 07:43:00,85
2025-08-02 07:58:00,83
2025-08-02 08:13:00,89
2025-08-02 08:29:00,87
2025-08-02 08:44:00,85
2025-08-02 08:59:00,87
2025-08-02 08:59:00,91
2025-08-02 09:14:00,94
2025-08-02 09:29:00,96
2025-08-02 09:44:00,98
2025-08-02 09:59:00,95
2025-08-02 10:14:00,93
2025-08-02 10:22:00,91
2025-08-02 10:29:00,93
2025-08-02 10:38:00,90
2025-08-02 10:44:00,91
2025-08-02 10:59:00,96
2025-08-02 11:15:00,97
2025-08-02 11:29:00,100
2025-08-02 11:45:00,107
2025-08-02 12:00:00,107
2025-08-02 12:07:00,111
2025-08-02 12:15:00,121
2025-08-02 12:29:00,153
2025-08-02 12:29:00,151
2025-08-02 12:30:00,149
2025-08-02 12:45:00,167
2025-08-02 12:52:00,167
2025-08-02 13:00:00,166
2025-08-02 13:03:00,167
2025-08-02 13:11:00,165
2025-08-02 13:15:00,165
2025-08-02 13:21:00,160
2025-08-02 13:31:00,158
2025-08-02 13:46:00,144
2025-08-02 14:01:00,128
2025-08-02 14:16:00,118
2025-08-02 14:17:00,116
2025-08-02 14:31:00,115
2025-08-02 14:42:00,119
2025-08-02 14:46:00,118
2025-08-02 15:01:00,124
2025-08-02 15:12:00,126
2025-08-02 15:16:00,125
2025-08-02 15:17:00,111
2025-08-02 15:31:00,111
2025-08-02 15:32:00,126
2025-08-02 15:37:00,115
2025-08-02 15:38:00,117
2025-08-02 15:46:00,126
2025-08-02 15:47:00,142
2025-08-02 16:02:00,128
2025-08-02 16:02:00,142
2025-08-02 16:17:00,128
2025-08-02 16:17:00,116
2025-08-02 16:19:00,121
2025-08-02 16:32:00,116
2025-08-02 16:32:00,106
2025-08-02 16:39:00,108
2025-08-02 16:39:00,109
2025-08-02 16:47:00,106
2025-08-02 16:47:00,98
2025-08-02 17:02:00,98
2025-08-02 17:02:00,105
2025-08-02 17:17:00,105
2025-08-02 17:17:00,108
2025-08-02 17:32:00,108
2025-08-02 17:32:00,107
2025-08-02 17:47:00,107
2025-08-02 17:47:00,110
2025-08-02 18:02:00,106
2025-08-02 18:03:00,110
2025-08-02 18:17:00,102
2025-08-02 18:18:00,103
2025-08-02 18:18:00,106
2025-08-02 18:32:00,104
2025-08-02 18:32:00,102
2025-08-02 18:47:00,107
2025-08-02 18:47:00,104
2025-08-02 19:02:00,106
2025-08-02 19:03:00,107
2025-08-02 19:07:00,104
2025-08-02 19:17:00,104
2025-08-02 19:18:00,106
2025-08-02 19:23:00,105
2025-08-02 19:23:00,105
2025-08-02 19:32:00,105
2025-08-02 19:33:00,104
2025-08-02 19:41:00,105
2025-08-02 19:47:00,112
2025-08-02 19:48:00,105
2025-08-02 20:02:00,122
2025-08-02 20:03:00,112
2025-08-02 20:17:00,116
2025-08-02 20:18:00,122
2025-08-02 20:32:00,114
2025-08-02 20:33:00,116
2025-08-02 20:46:00,114
2025-08-02 20:47:00,115
2025-08-02 20:48:00,114
2025-08-02 21:02:00,122
2025-08-02 21:03:00,115
2025-08-02 21:17:00,116
2025-08-02 21:17:00,122
2025-08-02 21:18:00,122
2025-08-02 21:20:00,120
2025-08-02 21:30:00,117
2025-08-02 21:32:00,116
2025-08-02 21:33:00,116
2025-08-02 21:38:00,115
2025-08-02 21:47:00,113
2025-08-02 21:48:00,116
2025-08-02 22:02:00,106
2025-08-02 22:03:00,113
2025-08-02 22:17:00,100
2025-08-02 22:18:00,106
2025-08-02 22:32:00,96
2025-08-02 22:33:00,100
2025-08-02 22:34:00,99
2025-08-02 22:47:00,96
2025-08-02 22:48:00,96
2025-08-02 22:52:00,96
2025-08-02 23:02:00,92
2025-08-02 23:03:00,96
2025-08-02 23:17:00,95
2025-08-02 23:18:00,93
2025-08-02 23:18:00,92
2025-08-02 23:31:00,95
2025-08-02 23:32:00,103
2025-08-02 23:33:00,95
2025-08-02 23:48:00,105
2025-08-02 23:48:00,103
2025-08-02 23:53:00,111
2025-08-03 00:02:00,123
2025-08-03 00:03:00,122
2025-08-03 00:18:00,134
2025-08-03 00:21:00,134
2025-08-03 00:32:00,132
2025-08-03 00:33:00,132
2025-08-03 00:48:00,133
2025-08-03 00:51:00,134
2025-08-03 01:03:00,135
2025-08-03 01:10:00,136
2025-08-03 01:18:00,136
2025-08-03 01:23:00,137
2025-08-03 01:24:00,136
2025-08-03 01:33:00,133
2025-08-03 01:38:00,132
2025-08-03 01:44:00,130
2025-08-03 01:48:00,132
2025-08-03 01:50:00,133
2025-08-03 02:03:00,124
2025-08-03 02:07:00,123
2025-08-03 02:18:00,122
2025-08-03 02:24:00,122
2025-08-03 02:33:00,118
2025-08-03 02:48:00,114
2025-08-03 02:50:00,114
2025-08-03 03:22:00,116
2025-08-03 03:36:00,104
2025-08-03 03:51:00,98
2025-08-03 04:07:00,109
2025-08-03 04:22:00,118
2025-08-03 04:37:00,114
2025-08-03 04:52:00,99
2025-08-03 05:07:00,90
2025-08-03 05:22:00,92
2025-08-03 05:37:00,94
2025-08-03 05:53:00,94
2025-08-03 06:08:00,95
2025-08-03 06:23:00,93
2025-08-03 06:37:00,90
2025-08-03 06:52:00,89
2025-08-03 07:08:00,89
2025-08-03 07:23:00,85
2025-08-03 07:38:00,85
2025-08-03 07:53:00,89
2025-08-03 08:09:00,87
2025-08-03 08:23:00,88
2025-08-03 08:38:00,89
2025-08-03 08:53:00,95
2025-08-03 09:09:00,91
2025-08-03 09:24:00,89
2025-08-03 09:39:00,84
2025-08-03 09:54:00,84
2025-08-03 10:10:00,84
2025-08-03 10:25:00,90
2025-08-03 10:39:00,94
2025-08-03 10:54:00,96
2025-08-03 11:09:00,99
2025-08-03 11:12:00,97
2025-08-03 11:24:00,97
2025-08-03 11:35:00,99
2025-08-03 11:40:00,98
2025-08-03 11:55:00,98
2025-08-03 11:58:00,100
2025-08-03 12:10:00,102
2025-08-03 12:25:00,127
2025-08-03 12:25:00,120
2025-08-03 12:40:00,154
2025-08-03 12:41:00,149
2025-08-03 12:55:00,157
2025-08-03 12:57:00,156
2025-08-03 12:58:00,156
2025-08-03 13:10:00,159
2025-08-03 13:25:00,147
2025-08-03 13:28:00,140
2025-08-03 13:40:00,138
2025-08-03 13:52:00,148
2025-08-03 13:55:00,148
2025-08-03 14:10:00,138
2025-08-03 14:14:00,129
2025-08-03 14:26:00,124
2025-08-03 14:38:00,122
2025-08-03 14:41:00,123
2025-08-03 14:56:00,118
2025-08-03 14:56:00,120
2025-08-03 15:12:00,112
2025-08-03 15:27:00,99
2025-08-03 15:41:00,99
2025-08-03 15:42:00,96
2025-08-03 15:57:00,115
2025-08-03 16:02:00,129
2025-08-03 16:12:00,136
2025-08-03 16:16:00,137
2025-08-03 16:27:00,134
2025-08-03 16:42:00,123
2025-08-03 16:56:00,107
2025-08-03 16:57:00,108
2025-08-03 17:12:00,101
2025-08-03 17:27:00,100
2025-08-03 17:42:00,112
2025-08-03 17:57:00,123
2025-08-03 17:58:00,123
2025-08-03 18:12:00,125
2025-08-03 18:28:00,129
2025-08-03 18:30:00,126
2025-08-03 18:43:00,127
2025-08-03 18:58:00,115
2025-08-03 19:13:00,132
2025-08-03 19:28:00,144
2025-08-03 19:36:00,144
2025-08-03 19:43:00,141
2025-08-03 19:58:00,117
